Player_Name,Player_Type,Role,Runs,Balls_Faced,Strike_Rate,Opponent_Team,Opponent_Bowler,Bowler_Type,Bowler_Variation,Ball_Line,Ball_Length,How_Out,Ground,Country,Ground_Type,Ground_Dimensions,Pitch_Type,Weather,Shot_Strength,Weakness
Pathum Nissanka,Batsman,1,5,12,41.66,Bangladesh,Nasum,Left Arm Orthodox,Drift,Leg stump,Bouncer,Stumped,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Off-side,Left Arm Medium
Kusal mendis,Batsman,3,2,4,50.0,India,Shami,Right Arm Fast,Bouncer,Off stump,Full,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Left Arm Fast
Dananjaya De Silva,All-rounder,7,59,81,72.83,Pakistan,Naseem,Right Arm Fast,Slower Ball,Off stump,Bouncer,Stumped,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Dry,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,6,74,84,88.09,Pakistan,Haris,Right Arm Fast,Yorker,Off stump,Short,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Spin,Right Arm Off Spin
Pathum Nissanka,Batsman,1,12,10,120.0,England,Topley,Left Arm Medium,Swing,Leg stump,Full,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Off-side,Right Arm Off Spin
Kusal mendis,Batsman,4,55,48,114.58,India,Axar,Left Arm Orthodox,Arm Ball,Wide,Yorker,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Right Arm Leg Spin
Dananjaya De Silva,All-rounder,7,47,73,64.38,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Leg stump,Yorker,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Pace,Right Arm Mystery
Dananjaya De Silva,All-rounder,3,12,14,85.71,Australia,Cummins,Right Arm Fast,Slower Ball,Off stump,Yorker,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Pace,Left Arm Orthodox
Kusal mendis,Batsman,3,2,4,50.0,India,Kuldeep,Left Arm Wrist Spin,Googly,Off stump,Full,Run Out,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Spin,Right Arm Off Spin
Kusal mendis,Batsman,4,15,22,68.18,India,Chahal,Right Arm Leg Spin,Topspin,Wide,Short,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Pace,Left Arm Chinaman
Sadeera samarawickrama,Batsman,4,0,4,0.0,Pakistan,Wasim Jr,Left Arm Medium,Swing,Wide,Short,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Spin,Left Arm Fast
Oshada fernando,Batsman,3,25,44,56.81,England,Willey,Left Arm Medium,Cutter,Leg stump,Short,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,On-side,Right Arm Medium
Pathum Nissanka,Batsman,3,20,36,55.55,Australia,Cummins,Right Arm Fast,Bouncer,Leg stump,Short,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Spin,Left Arm Wrist Spin
Kusal mendis,Batsman,4,4,6,66.66,England,Archer,Right Arm Fast,Yorker,Wide,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,14,46,30.43,South Africa,Maharaj,Left Arm Orthodox,Drift,Leg stump,Full,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,89,93,95.69,England,Wood,Right Arm Fast,Bouncer,Wide,Yorker,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Left Arm Orthodox
Dananjaya De Silva,All-rounder,4,59,98,60.2,Pakistan,Dahani,Right Arm Fast,Bouncer,Middle stump,Full,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Spin,Right Arm Leg Spin
Pathum Nissanka,Batsman,3,8,13,61.53,Pakistan,Rauf,Right Arm Fast,Yorker,Leg stump,Full,Bowled,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,Pace,Left Arm Orthodox
Avishka Fernando,Batsman,1,9,15,60.0,Pakistan,Haris,Right Arm Fast,Yorker,Middle stump,Short,LBW,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Pace,Left Arm Orthodox
Avishka Fernando,Batsman,2,9,12,75.0,South Africa,Magala,Right Arm Fast,Bouncer,Wide,Short,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Pace,Left Arm Orthodox
Pathum Nissanka,Batsman,2,137,147,93.19,England,Curran,Left Arm Medium,Swing,Leg stump,Short,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Pace,Right Arm Leg Spin
Pathum Nissanka,Batsman,1,0,1,0.0,India,Hardik,Right Arm Medium,Knuckle Ball,Leg stump,Full,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Spin,Left Arm Chinaman
Dananjaya De Silva,All-rounder,3,28,24,116.66,South Africa,Phehlukwayo,Right Arm Medium,Slower Ball,Middle stump,Short,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Short Ball,Right Arm Medium
Dananjaya De Silva,All-rounder,7,0,6,0.0,Australia,Stoinis,Right Arm Medium,Slower Ball,Off stump,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,On-side,Left Arm Medium
Avishka Fernando,Batsman,2,1,4,25.0,Australia,Head,Right Arm Off Spin,Off Break,Middle stump,Yorker,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,5,14,22,63.63,South Africa,Magala,Right Arm Fast,Bouncer,Middle stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Pace,Right Arm Mystery
Dananjaya De Silva,All-rounder,5,79,106,74.52,Australia,Cummins,Right Arm Fast,Yorker,Middle stump,Short,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Pace,Left Arm Medium
Dananjaya De Silva,All-rounder,4,10,24,41.66,Pakistan,Naseem,Right Arm Fast,Bouncer,Wide,Short,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,On-side,Right Arm Mystery
Pathum Nissanka,Batsman,1,104,113,92.03,South Africa,Hendricks,Left Arm Medium,Cutter,Leg stump,Good length,Run Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Off-side,Right Arm Fast
Kusal mendis,Batsman,3,56,22,254.54,South Africa,Rabada,Right Arm Fast,Bouncer,Middle stump,Full,Bowled,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Spin,Left Arm Medium
Charith Asalanka,All-rounder,5,0,5,0.0,India,Chahal,Right Arm Leg Spin,Googly,Middle stump,Good length,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Off-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,34,48,70.83,India,Siraj,Right Arm Fast,Slower Ball,Middle stump,Full,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,On-side,Left Arm Medium
Pathum Nissanka,Batsman,1,1,6,16.66,England,Wood,Right Arm Fast,Yorker,Wide,Full,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Spin,Left Arm Wrist Spin
Avishka Fernando,Batsman,2,5,7,71.42,India,Siraj,Right Arm Fast,Slower Ball,Wide,Full,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Medium
Dananjaya De Silva,All-rounder,4,12,23,52.17,Bangladesh,Shoriful,Left Arm Fast,Yorker,Off stump,Short,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Hot,Off-side,Right Arm Fast
Pathum Nissanka,Batsman,1,41,36,113.88,Australia,Hazlewood,Right Arm Fast,Bouncer,Leg stump,Yorker,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,Off-side,Left Arm Medium
Kusal mendis,Batsman,4,3,13,23.07,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Middle stump,Short,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Right Arm Leg Spin
Kusal mendis,Batsman,3,0,1,0.0,South Africa,Fortuin,Left Arm Orthodox,Arm Ball,Middle stump,Bouncer,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,On-side,Right Arm Off Spin
Pathum Nissanka,Batsman,1,1,6,16.66,England,Willey,Left Arm Medium,Swing,Off stump,Yorker,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,On-side,Right Arm Medium
Dananjaya De Silva,All-rounder,7,0,6,0.0,Australia,Agar,Left Arm Spin,Standard,Off stump,Full,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Right Arm Fast
Charith Asalanka,All-rounder,5,0,5,0.0,England,Topley,Left Arm Medium,Swing,Wide,Full,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Short Ball,Left Arm Fast
Pathum Nissanka,Batsman,2,56,68,82.35,England,Curran,Left Arm Medium,Cutter,Wide,Short,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Right Arm Off Spin
Kusal mendis,Batsman,3,86,87,98.85,England,Rashid,Right Arm Leg Spin,Googly,Leg stump,Bouncer,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Pace,Left Arm Fast
Dananjaya De Silva,All-rounder,3,119,219,54.33,Pakistan,Nawaz,Left Arm Orthodox,Arm Ball,Wide,Full,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,5,11,20,55.0,Pakistan,Shadab,Right Arm Leg Spin,Slider,Leg stump,Full,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,Short Ball,Left Arm Chinaman
Kusal mendis,Batsman,4,23,51,45.09,Australia,Head,Right Arm Off Spin,Arm Ball,Wide,Good length,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,On-side,Left Arm Wrist Spin
Pathum Nissanka,Batsman,1,72,80,90.0,India,Ashwin,Right Arm Off Spin,Arm Ball,Wide,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Humid,Short Ball,Left Arm Fast
Kusal mendis,Batsman,3,74,102,72.54,India,Chahal,Right Arm Leg Spin,Slider,Off stump,Full,Stumped,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Pace,Left Arm Chinaman
Pathum Nissanka,Batsman,3,10,13,76.92,Pakistan,Dahani,Right Arm Fast,Slower Ball,Off stump,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,9,17,17,100.0,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Middle stump,Short,Bowled,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Cloudy,Pace,Left Arm Wrist Spin
Oshada fernando,Batsman,3,0,4,0.0,South Africa,Ngidi,Right Arm Fast,Bouncer,Leg stump,Good length,LBW,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Right Arm Off Spin
Oshada fernando,Batsman,3,22,47,46.8,India,Axar,Left Arm Orthodox,Arm Ball,Leg stump,Bouncer,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,On-side,Right Arm Medium
Avishka Fernando,Batsman,1,33,35,94.28,India,Chahal,Right Arm Leg Spin,Topspin,Off stump,Short,Caught,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Fast
Dananjaya De Silva,All-rounder,3,173,229,75.54,India,Chahal,Right Arm Leg Spin,Slider,Leg stump,Yorker,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Fast
Pathum Nissanka,Batsman,2,137,147,93.19,India,Kuldeep,Left Arm Wrist Spin,Googly,Off stump,Good length,Not Out,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Off-side,Right Arm Medium
Kusal mendis,Batsman,3,4,7,57.14,Pakistan,Shaheen,Left Arm Fast,Bouncer,Wide,Yorker,LBW,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Short Ball,Left Arm Orthodox
Charith Asalanka,All-rounder,4,1,4,25.0,Bangladesh,Ebadot,Right Arm Fast,Yorker,Leg stump,Full,Caught,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,4,59,98,60.2,Pakistan,Shaheen,Left Arm Fast,Swing,Off stump,Bouncer,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,Short Ball,Left Arm Chinaman
Pathum Nissanka,Batsman,3,24,25,96.0,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Wide,Full,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Dry,On-side,Right Arm Leg Spin
Charith Asalanka,All-rounder,5,1,24,4.16,England,Wood,Right Arm Fast,Yorker,Off stump,Good length,Run Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Right Arm Medium
Dananjaya De Silva,All-rounder,3,60,109,55.04,India,Ashwin,Right Arm Off Spin,Off Break,Wide,Short,Bowled,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Hot,On-side,Right Arm Fast
Kusal mendis,Batsman,4,24,36,66.66,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Off stump,Short,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,On-side,Right Arm Off Spin
Oshada fernando,Batsman,4,49,49,100.0,South Africa,Fortuin,Left Arm Orthodox,Drift,Off stump,Bouncer,Caught,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Left Arm Chinaman
Kusal mendis,Batsman,3,29,34,85.29,Bangladesh,Ebadot,Right Arm Fast,Bouncer,Off stump,Short,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Spin,Right Arm Off Spin
Pathum Nissanka,Batsman,1,5,19,26.31,Australia,Abbott,Right Arm Medium,Slower Ball,Leg stump,Good length,Caught,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Humid,Short Ball,Right Arm Mystery
Sadeera samarawickrama,Batsman,4,8,8,100.0,South Africa,Phehlukwayo,Right Arm Medium,Knuckle Ball,Wide,Full,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,On-side,Left Arm Fast
Kusal mendis,Batsman,3,11,10,110.0,Australia,Abbott,Right Arm Medium,Slower Ball,Off stump,Short,Bowled,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Hot,Off-side,Left Arm Orthodox
Dananjaya De Silva,All-rounder,5,30,58,51.72,England,Jacks,Right Arm Off Spin,Off Break,Wide,Short,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Right Arm Medium
Dananjaya De Silva,All-rounder,6,34,54,62.96,Bangladesh,Hasan Mahmud,Right Arm Fast,Slower Ball,Off stump,Short,LBW,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Cloudy,Short Ball,Left Arm Orthodox
Kusal mendis,Batsman,3,3,6,50.0,Australia,Agar,Left Arm Spin,Standard,Leg stump,Bouncer,LBW,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Cloudy,Short Ball,Right Arm Medium
Kusal mendis,Batsman,4,56,84,66.66,Bangladesh,Taskin,Right Arm Fast,Bouncer,Leg stump,Good length,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Hot,On-side,Left Arm Chinaman
Dananjaya De Silva,All-rounder,7,22,36,61.11,Australia,Abbott,Right Arm Medium,Slower Ball,Middle stump,Short,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Spin,Left Arm Medium
Kusal mendis,Batsman,3,4,2,200.0,South Africa,Rabada,Right Arm Fast,Slower Ball,Leg stump,Short,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Humid,Off-side,Left Arm Fast
Sadeera samarawickrama,Batsman,2,1,7,14.28,Australia,Head,Right Arm Off Spin,Arm Ball,Middle stump,Short,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Right Arm Fast
Sadeera samarawickrama,Batsman,2,35,34,102.94,Australia,Cummins,Right Arm Fast,Bouncer,Wide,Bouncer,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Dry,Off-side,Left Arm Chinaman
Avishka Fernando,Batsman,2,5,9,55.55,India,Axar,Left Arm Orthodox,Arm Ball,Off stump,Yorker,Stumped,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Pace,Left Arm Chinaman
Dananjaya De Silva,All-rounder,5,14,22,63.63,Bangladesh,Hasan Mahmud,Right Arm Fast,Yorker,Middle stump,Bouncer,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Pace,Left Arm Fast
Kusal mendis,Batsman,3,19,34,55.88,India,Bumrah,Right Arm Fast,Slower Ball,Middle stump,Full,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,Off-side,Left Arm Wrist Spin
Avishka Fernando,Batsman,2,0,2,0.0,Bangladesh,Taskin,Right Arm Fast,Yorker,Off stump,Short,Not Out,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,On-side,Right Arm Medium
Kusal mendis,Batsman,3,34,43,79.06,South Africa,Ngidi,Right Arm Fast,Slower Ball,Middle stump,Short,Bowled,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,Pace,Right Arm Off Spin
Pathum Nissanka,Batsman,1,41,36,113.88,India,Axar,Left Arm Orthodox,Arm Ball,Middle stump,Bouncer,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Off-side,Right Arm Medium
Avishka Fernando,Batsman,2,5,12,41.66,India,Hardik,Right Arm Medium,Slower Ball,Wide,Full,Not Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Cloudy,Off-side,Left Arm Orthodox
Kusal mendis,Batsman,3,4,17,23.52,South Africa,Nortje,Right Arm Fast,Yorker,Off stump,Short,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Spin,Left Arm Wrist Spin
Charith Asalanka,All-rounder,5,24,28,85.71,India,Bumrah,Right Arm Fast,Slower Ball,Off stump,Full,Not Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Off-side,Right Arm Mystery
Avishka Fernando,Batsman,1,9,15,60.0,England,Archer,Right Arm Fast,Slower Ball,Leg stump,Short,Run Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,Off-side,Right Arm Fast
Kusal mendis,Batsman,3,11,12,91.66,South Africa,Shamsi,Left Arm Chinaman,Slider,Off stump,Short,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Cloudy,On-side,Left Arm Medium
Sadeera samarawickrama,Batsman,4,0,4,0.0,Pakistan,Shaheen,Left Arm Fast,Bouncer,Wide,Good length,Stumped,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Humid,Spin,Right Arm Off Spin
Dananjaya De Silva,All-rounder,3,173,229,75.54,Australia,Hazlewood,Right Arm Fast,Bouncer,Leg stump,Good length,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Pace,Right Arm Fast
Kusal mendis,Batsman,3,14,21,66.66,Pakistan,Abrar,Right Arm Mystery,Carrom Ball,Middle stump,Yorker,LBW,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Hot,Pace,Left Arm Fast
Dananjaya De Silva,All-rounder,3,19,30,63.33,South Africa,Jansen,Left Arm Fast,Swing,Off stump,Yorker,LBW,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Spin,Left Arm Fast
Dananjaya De Silva,All-rounder,7,6,13,46.15,India,Siraj,Right Arm Fast,Yorker,Wide,Bouncer,Bowled,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Humid,Spin,Left Arm Fast
Kusal mendis,Batsman,2,0,1,0.0,India,Bishnoi,Right Arm Leg Spin,Googly,Middle stump,Bouncer,Not Out,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Humid,Off-side,Right Arm Fast
Dananjaya De Silva,All-rounder,6,69,111,62.16,England,Jacks,Right Arm Off Spin,Off Break,Middle stump,Full,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Cloudy,Short Ball,Right Arm Off Spin
Dananjaya De Silva,All-rounder,5,61,95,64.21,South Africa,Shamsi,Left Arm Chinaman,Flipper,Wide,Good length,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Cloudy,Off-side,Left Arm Orthodox
Pathum Nissanka,Batsman,2,56,68,82.35,Pakistan,Haris,Right Arm Fast,Bouncer,Wide,Short,Stumped,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Dry,Spin,Right Arm Mystery
Kusal mendis,Batsman,5,60,73,82.19,England,Rashid,Right Arm Leg Spin,Slider,Wide,Short,Not Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Dry,Off-side,Right Arm Fast
Pathum Nissanka,Batsman,1,0,3,0.0,Pakistan,Dahani,Right Arm Fast,Bouncer,Leg stump,Bouncer,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Right Arm Medium
Pathum Nissanka,Batsman,1,61,67,91.04,Bangladesh,Mustafizur,Left Arm Medium,Cutter,Off stump,Full,Stumped,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,On-side,Right Arm Fast
Kusal mendis,Batsman,3,50,73,68.49,Bangladesh,Taijul,Left Arm Orthodox,Arm Ball,Leg stump,Yorker,Caught,Bengaluru,India,Batting Friendly,75m x 80m,Batting Friendly,Humid,On-side,Right Arm Off Spin
Dananjaya De Silva,All-rounder,5,11,20,55.0,India,Bumrah,Right Arm Fast,Yorker,Off stump,Short,Caught,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,On-side,Left Arm Medium
Sadeera samarawickrama,Batsman,4,5,4,125.0,South Africa,Fortuin,Left Arm Orthodox,Drift,Wide,Bouncer,Stumped,Lucknow,India,Spin Friendly,70m x 73m,Spin Friendly,Hot,Short Ball,Right Arm Medium
Kusal mendis,Batsman,2,0,1,0.0,India,Hardik,Right Arm Medium,Knuckle Ball,Off stump,Short,Not Out,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Humid,Pace,Left Arm Orthodox
Dananjaya De Silva,All-rounder,6,14,13,107.69,India,Axar,Left Arm Orthodox,Arm Ball,Off stump,Short,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Dry,On-side,Left Arm Orthodox
Avishka Fernando,Batsman,2,56,63,88.88,South Africa,Hendricks,Left Arm Medium,Cutter,Wide,Full,Not Out,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Spin,Right Arm Mystery
Dananjaya De Silva,All-rounder,3,0,3,0.0,South Africa,Jansen,Left Arm Fast,Swing,Leg stump,Good length,Bowled,Colombo (RPS),Sri Lanka,Balanced,75m x 80m,Balanced,Hot,On-side,Left Arm Fast
Kusal mendis,Batsman,3,34,43,79.06,England,Rashid,Right Arm Leg Spin,Googly,Wide,Yorker,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Cloudy,On-side,Right Arm Off Spin
Charith Asalanka,All-rounder,5,40,28,142.85,India,Chahal,Right Arm Leg Spin,Topspin,Off stump,Full,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Dry,Short Ball,Left Arm Orthodox
Sadeera samarawickrama,Batsman,4,14,31,45.16,Pakistan,Shadab,Right Arm Leg Spin,Googly,Leg stump,Bouncer,Run Out,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Right Arm Off Spin
Dananjaya De Silva,All-rounder,6,50,92,54.34,Pakistan,Haris,Right Arm Fast,Bouncer,Wide,Full,Bowled,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Hot,Short Ball,Left Arm Fast
Dananjaya De Silva,All-rounder,5,11,20,55.0,Bangladesh,Shakib,Left Arm Orthodox,Drift,Middle stump,Bouncer,LBW,The Oval,England,Batting Friendly,78m x 82m,Batting Friendly,Dry,Pace,Right Arm Medium
Kusal mendis,Batsman,3,69,69,100.0,India,Thakur,Right Arm Medium,Knuckle Ball,Wide,Yorker,Bowled,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Hot,On-side,Left Arm Wrist Spin
Kusal mendis,Batsman,4,18,20,90.0,Australia,Stoinis,Right Arm Medium,Knuckle Ball,Wide,Good length,Run Out,Bristol,England,Bowling Friendly,70m x 72m,Bowling Friendly,Humid,Pace,Right Arm Off Spin
Kusal mendis,Batsman,3,69,69,100.0,England,Willey,Left Arm Medium,Cutter,Wide,Short,Caught,Mirpur,Bangladesh,Spin Friendly,66m x 72m,Spin Friendly,Cloudy,Spin,Left Arm Chinaman
Kusal mendis,Batsman,3,9,13,69.23,India,Siraj,Right Arm Fast,Slower Ball,Leg stump,Good length,Stumped,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Cloudy,Off-side,Right Arm Off Spin
Sadeera samarawickrama,Batsman,4,93,72,129.16,Australia,Cummins,Right Arm Fast,Slower Ball,Leg stump,Yorker,Run Out,Chester-le-Street,England,Balanced,74m x 79m,Balanced,Dry,Pace,Right Arm Mystery
Pathum Nissanka,Batsman,1,0,3,0.0,South Africa,Rabada,Right Arm Fast,Bouncer,Off stump,Good length,Not Out,Pallekele,Sri Lanka,Balanced,74m x 78m,Balanced,Dry,Off-side,Left Arm Fast
Charith Asalanka,All-rounder,5,78,66,118.18,Pakistan,Wasim Jr,Left Arm Medium,Cutter,Off stump,Bouncer,Caught,Chattogram,Bangladesh,Balanced,72m x 76m,Balanced,Humid,Off-side,Right Arm Mystery
Kusal mendis,Batsman,3,33,36,91.66,Bangladesh,Hasan Mahmud,Right Arm Fast,Bouncer,Wide,Short,LBW,Delhi,India,Batting Friendly,75m x 78m,Batting Friendly,Hot,Pace,Left Arm Chinaman
